PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,OID,OAB,OABL,OTO,OT,GN,EDAT,MHDA,CRDT,PHST,PST,SO,RN,EIN,RF,AID,GR,TT,PMC,CI,CIN,LID,CN,CON,PS,FPS,DEP
12340221,PIP,MEDLINE,19851210,20021004,0305-9529 (Print) 0305-9529 (Linking),,15,1974 May,A population policy and a development policy are one and the same thing. An introduction to World Population Year.,7-9,,"['Adamson, P']",['Adamson P'],,['eng'],['Journal Article'],England,New Int,New internationalist,9878851,J,"['*Demography', '*Economics', '*Fertility', '*Income', '*Politics', '*Population', '*Population Dynamics', '*Public Policy', '*Social Change', '*Social Planning', '*Socioeconomic Factors']","['PIP: 031172', 'POP: 00150936']","['The disappointing results of many family planning programs in developing', 'countries can be traced to the fallacious assumption that most poor people want', 'smaller families. In fact, many poor people want large families. This is largely', 'a response to economic conditions. Large numbers of children are considered', 'necessary to provide support for their parents in old age, help with chores, and', ""contribute to the family's income. If the problem is viewed as not only"", 'population but also poverty, then the solution becomes not only contraception but', 'also social and economic development. Increasing equality of income distribution', 'and access to social services is the major factor in both promoting development', 'and reducing the birth rate. There is empirical evidence that significant falls', 'in the birth rate occur only when the standard of living rises substantially for', 'the majority of the population. Improvements in socioeconomic conditions can', 'remove the need for large families. Thus, a development policy and a population', 'policy are 1 and the same thing, and more equitable income distribution is the', 'key to both.']",['eng'],['PIP'],"['*Demographic Factors', '*Development Planning', '*Development Policy', '*Economic Development', 'Economic Factors', 'Fertility', '*Fertility Determinants', '*Income', '*Macroeconomic Factors', '*Policy', '*Political Factors', '*Population', '*Population Dynamics', '*Population Policy', '*Social Development', '*Social Policy', '*Socioeconomic Factors']",['PIP: TJ: NEW INTERNATIONALIST'],1974/05/01 00:00,2002/10/09 04:00,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '2002/10/09 04:00 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,New Int. 1974 May;(15):7-9.,,,,,,,,,,,,,,,
12307198,PIP,MEDLINE,19800103,20161021,0020-7780 (Print) 0020-7780 (Linking),109,5-6,1974 May-Jun,Research on population and employment under the world employment program.,585-93,,,,,['eng'],['Journal Article'],Switzerland,Int Labour Rev,International labour review,9877781,J,"['*Demography', 'Economics', 'Social Sciences', '*Socioeconomic Factors']","['PIP: 744891', 'POP: 00023351']","['In 1972 the ILO launched a comprehensive research project to: 1) for mulate a', 'series of economic-demographic simulation models dealing with the direct and', 'indirect effects of population on employment, output, and income distribution,', 'and vice versa; 2) fund empirical studies dealing with important elements in the', 'relationship between population and employment growth and focusing on policy', 'issues. The project has 2 special features, the feedback between the empirical', 'research and the model activity and the joint participation of the ILO with', 'national research organizations in different regions. A large number of', 'economic-demographic models have been developed in recent years. However, most of', 'them take demographic variables as exogenous and analyze consequences in a', 'neoclassical framework or they seek to analyze demographic responses to economic', 'and social changes which are treated as exogenous variables. Interaction among', 'different sets of variables is closer to reality, not uni-directional causation.', 'Effective demand is as important as the increase in resource inputs. The', 'situation in de veloping economies is further complicated by the coexistence of', 'modern and traditional sectors which show many fundamental differences. Detail ed', 'descriptions of several models under development are given. Studies being', 'conducted include: labor force analysis, with special emphasis on developing', 'countries; the socioeconomic determinants of fertility; studies on population,', 'consumption patterns, and savings; an analysis of the extent to which the labor', 'market signals through wage adjustments the rapid growth of population and labor', 'force and the resulting excess supply of labor in relation to modern sector jobs;', 'capital accumulation and employment in a labor-surplus situation; and the effects', 'of population pressure on land tenure, agricultural productivity, and employment.', 'It is hoped this research will suggest possible optimal mixes of demographic,', 'economic, and social policies, particularly those affecting fertility, migration', 'behavior, and the employment structure.']",['eng'],['PIP'],"['*Demography', 'Economic Factors', 'Social Sciences', '*Socioeconomic Factors']",,1974/05/01 00:00,2002/10/09 04:00,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '2002/10/09 04:00 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,Int Labour Rev. 1974 May-Jun;109(5-6):585-93.,,,,,,,,,,,['International Labour Office ILO'],,,,
4838153,NLM,MEDLINE,19740819,20191210,0002-9351 (Print) 0002-9351 (Linking),78,6,1974 May,Social reinforcement and knowledge of results as determinants of motor performance among EMR childern.,752-8,,"['Levy, J']",['Levy J'],,['eng'],"['Comparative Study', 'Journal Article']",United States,Am J Ment Defic,American journal of mental deficiency,0372647,IM,"['*Education of Intellectually Disabled', 'Feedback', 'Female', 'Humans', 'Intellectual Disability/therapy', '*Knowledge of Results, Psychological', 'Male', 'Motivation', '*Motor Skills', 'Punishment', '*Reinforcement, Social', 'Reward', 'Teaching']",,,,,,,1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,Am J Ment Defic. 1974 May;78(6):752-8.,,,,,,,,,,,,,,,
4526872,NLM,MEDLINE,19740930,20150901,0047-3618 (Print) 0047-3618 (Linking),13,2,1974 Apr 25,[Social development and determinants of nursing. Medical point of view].,54-7,,"['Cho, D S']",['Cho DS'],,['kor'],['Journal Article'],Korea (South),Taehan Kanho,Taehan kanho. The Korean nurse,1264143,N,"['Delivery of Health Care', 'Health Services', 'Korea', 'Social Change']",,,,,,,1974/04/25 00:00,1974/04/25 00:01,['1974/04/25 00:00'],"['1974/04/25 00:00 [pubmed]', '1974/04/25 00:01 [medline]', '1974/04/25 00:00 [entrez]']",ppublish,Taehan Kanho. 1974 Apr 25;13(2):54-7.,,,,,,,,,,,,,,,
4526871,NLM,MEDLINE,19740930,20150901,0047-3618 (Print) 0047-3618 (Linking),13,2,1974 Apr 25,[Social development and determinants of nursing. Economical point of view].,51-3,,"['Lee, J H']",['Lee JH'],,['kor'],['Journal Article'],Korea (South),Taehan Kanho,Taehan kanho. The Korean nurse,1264143,N,"['Delivery of Health Care', 'Korea', 'Social Change', 'Socioeconomic Factors']",,,,,,,1974/04/25 00:00,1974/04/25 00:01,['1974/04/25 00:00'],"['1974/04/25 00:00 [pubmed]', '1974/04/25 00:01 [medline]', '1974/04/25 00:00 [entrez]']",ppublish,Taehan Kanho. 1974 Apr 25;13(2):51-3.,,,,,,,,,,,,,,,
4526870,NLM,MEDLINE,19740930,20150901,0047-3618 (Print) 0047-3618 (Linking),13,2,1974 Apr 25,[Social development and determinants of nursing. Political point of view].,47-50,,"['Yoon, H S']",['Yoon HS'],,['kor'],['Journal Article'],Korea (South),Taehan Kanho,Taehan kanho. The Korean nurse,1264143,N,"['Delivery of Health Care', 'Health Planning', 'Politics', 'Social Change']",,,,,,,1974/04/25 00:00,1974/04/25 00:01,['1974/04/25 00:00'],"['1974/04/25 00:00 [pubmed]', '1974/04/25 00:01 [medline]', '1974/04/25 00:00 [entrez]']",ppublish,Taehan Kanho. 1974 Apr 25;13(2):47-50.,,,,,,,,,,,,,,,
4526869,NLM,MEDLINE,19740930,20150901,0047-3618 (Print) 0047-3618 (Linking),13,2,1974 Apr 25,[Social development and determinants of nursing. Social point of view].,44-6,,"['Han, W S']",['Han WS'],,['kor'],['Journal Article'],Korea (South),Taehan Kanho,Taehan kanho. The Korean nurse,1264143,N,"['Identity Crisis', 'Korea', 'Nurses', 'Nursing', 'Self Concept', 'Social Change']",,,,,,,1974/04/25 00:00,1974/04/25 00:01,['1974/04/25 00:00'],"['1974/04/25 00:00 [pubmed]', '1974/04/25 00:01 [medline]', '1974/04/25 00:00 [entrez]']",ppublish,Taehan Kanho. 1974 Apr 25;13(2):44-6.,,,,,,,,,,,,,,,
4526867,NLM,MEDLINE,19740930,20150901,0047-3618 (Print) 0047-3618 (Linking),13,2,1974 Apr 25,[Panel discussion: social development and determinants of nursing].,39,,"['Kim, M I']",['Kim MI'],,['kor'],['Journal Article'],Korea (South),Taehan Kanho,Taehan kanho. The Korean nurse,1264143,N,"['Delivery of Health Care', 'Korea', 'Nursing', 'Social Change']",,,,,,,1974/04/25 00:00,1974/04/25 00:01,['1974/04/25 00:00'],"['1974/04/25 00:00 [pubmed]', '1974/04/25 00:01 [medline]', '1974/04/25 00:00 [entrez]']",ppublish,Taehan Kanho. 1974 Apr 25;13(2):39.,,,,,,,,,,,,,,,
4815384,NLM,MEDLINE,19740502,20131121,0002-7944 (Print),22,3,1974 Feb,Emotional determinants of LSD ingestion.,223-5,,"['Nicholi, A M 2nd']",['Nicholi AM 2nd'],,['eng'],['Journal Article'],United States,J Am Coll Health Assoc,Journal of the American College Health Association,7503059,IM,"['Affective Symptoms', '*Emotions', 'Female', 'Humans', 'Interpersonal Relations', 'Lysergic Acid Diethylamide', 'Male', 'Massachusetts', 'Morals', 'Motivation', 'Mysticism', 'Parent-Child Relations', 'Peer Group', 'Self Concept', 'Social Alienation', 'Social Isolation', '*Substance-Related Disorders']",,,,,,,1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",ppublish,J Am Coll Health Assoc. 1974 Feb;22(3):223-5.,['8NA5SWF92O (Lysergic Acid Diethylamide)'],,,,,,,,,,,,,,
4813033,NLM,MEDLINE,19740405,20181113,0070-3370 (Print) 0070-3370 (Linking),11,1,1974 Feb,"Sex ratio at birth: values, variance, and some determinants.",131-42,,"['Markle, G E']",['Markle GE'],,['eng'],['Journal Article'],United States,Demography,Demography,0226703,IM,"['Adolescent', 'Adult', 'African Americans', 'Attitude', 'Educational Status', 'Family Characteristics', 'Female', 'Florida', 'Humans', 'Male', 'Middle Aged', 'Occupations', 'Religion', 'Role', 'Sampling Studies', 'Sex Factors', '*Sex Ratio', 'Social Dominance', '*Social Values', 'Statistics as Topic']",,,,,,,1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",ppublish,Demography. 1974 Feb;11(1):131-42.,,,,,,,,,,,,,,,
4811399,NLM,MEDLINE,19740330,20190820,0025-7079 (Print) 0025-7079 (Linking),12,1,1974 Jan,Determinants of physician referral rates: an exchange theory approach.,13-31,,"['Shortell, S M']",['Shortell SM'],,['eng'],['Journal Article'],United States,Med Care,Medical care,0230027,AIM IM,"['*Attitude of Health Personnel', 'Certification', 'Chicago', 'Decision Making', 'Fees, Medical', 'General Surgery', 'Humans', 'Internal Medicine', 'Medicine', '*Physicians/statistics & numerical data', 'Private Practice', 'Professional Practice', '*Referral and Consultation', 'Regression Analysis', 'Reward', 'Social Class', 'Social Dominance', 'Specialization']",,,,,,,1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Med Care. 1974 Jan;12(1):13-31. doi: 10.1097/00005650-197401000-00002.,,,,['10.1097/00005650-197401000-00002 [doi]'],,,,,,,,,,,
4809746,NLM,MEDLINE,19740306,20041117,0022-3980 (Print) 0022-3980 (Linking),86,1,1974 Jan,"Dogmatism, attitude extremity, and attitude intensity as determinants of perceptual displacement.",87-91,,"['Stimpson, D V', ""D'Alo, J""]","['Stimpson DV', ""D'Alo J""]",,['eng'],['Journal Article'],United States,J Psychol,The Journal of psychology,0376332,IM,"['*Attitude', 'Humans', 'Perceptual Distortion', '*Personality', '*Persuasive Communication', 'Social Perception']",,,,,,,1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,J Psychol. 1974 Jan;86(1):87-91. doi: 10.1080/00223980.1974.9923889.,,,,['10.1080/00223980.1974.9923889 [doi]'],,,,,,,,,,,
4464279,NLM,MEDLINE,19751030,20170214,0091-2174 (Print) 0091-2174 (Linking),5,4,1974 Fall,Determinants of physiological responses to symbolic stimuli: the role of the social environment.,389-99,,"['Moos, R H']",['Moos RH'],,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Psychiatry Med,International journal of psychiatry in medicine,0365646,IM,"['17-Hydroxycorticosteroids/urine', 'Adaptation, Psychological', 'Cerebrovascular Disorders/etiology', 'Coronary Disease/etiology', 'Defense Mechanisms', 'Disease Susceptibility', 'Environment Design', 'Goals', 'Humans', 'Interpersonal Relations', 'Occupations', 'Personality', 'Pituitary-Adrenal System/physiology', 'Psychophysiologic Disorders/*etiology/prevention & control', 'Psychophysiology', '*Social Environment', 'Stress, Psychological']",,,,,,,1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Int J Psychiatry Med. 1974 Fall;5(4):389-99. doi: 10.2190/TQFN-CQAR-3HGR-AA9W.,['0 (17-Hydroxycorticosteroids)'],,,['10.2190/TQFN-CQAR-3HGR-AA9W [doi]'],,,,,,,,,,,
